xflr5 v6.38

Plane name :        Decode1_Wing_modif
Polar name :        T1-30.0 m/s-VLM2-15.0kg-x39.1mm
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    7.600     0.000   0.855169   0.033962   0.012581   0.046543  -0.000000   0.000000  -0.448669  -0.000000  -0.000000   30.0000     0.2168
    7.800     0.000   0.872909   0.035242   0.012709   0.047952  -0.000000   0.000000  -0.454192  -0.000000  -0.000000   30.0000     0.2154
    8.000     0.000   0.890625   0.036545   0.012841   0.049387  -0.000000   0.000000  -0.459700  -0.000000  -0.000000   30.0000     0.2140
    8.200     0.000   0.908317   0.037871   0.012994   0.050865  -0.000000   0.000000  -0.465196  -0.000000  -0.000000   30.0000     0.2128
    8.400     0.000   0.925985   0.039219   0.013165   0.052384  -0.000000   0.000000  -0.470680   0.000000   0.000000   30.0000     0.2115
    8.600     0.000   0.943628   0.040589   0.013307   0.053896  -0.000000   0.000000  -0.476144  -0.000000  -0.000000   30.0000     0.2103
    8.800     0.000   0.961245   0.041981   0.013454   0.055436  -0.000000   0.000000  -0.481593  -0.000000  -0.000000   30.0000     0.2092
    9.000     0.000   0.978836   0.043395   0.013615   0.057010  -0.000000   0.000000  -0.487025  -0.000000  -0.000000   30.0000     0.2081
    9.200     0.000   0.996401   0.044831   0.013778   0.058609  -0.000000   0.000000  -0.492440  -0.000000  -0.000000   30.0000     0.2071
    9.400     0.000   1.013940   0.046288   0.013931   0.060219  -0.000000   0.000000  -0.497840   0.000000   0.000000   30.0000     0.2060
    9.600     0.000   1.031451   0.047767   0.014086   0.061853  -0.000000   0.000000  -0.503221  -0.000000  -0.000000   30.0000     0.2051
    9.800     0.000   1.048934   0.049266   0.014261   0.063527  -0.000000   0.000000  -0.508586  -0.000000  -0.000000   30.0000     0.2041
   10.000     0.000   1.066389   0.050787   0.014429   0.065215  -0.000000   0.000000  -0.513935  -0.000000  -0.000000   30.0000     0.2032
   10.200     0.000   1.083816   0.052328   0.014594   0.066923  -0.000000   0.000000  -0.519268  -0.000000  -0.000000   30.0000     0.2024
   10.400     0.000   1.101213   0.053890   0.014787   0.068677  -0.000000   0.000000  -0.524594  -0.000000  -0.000000   30.0000     0.2015
   10.600     0.000   1.118582   0.055473   0.014979   0.070452  -0.000000  -0.000000  -0.529897  -0.000000  -0.000000   30.0000     0.2007
   10.800     0.000   1.135920   0.057075   0.015160   0.072235  -0.000000   0.000000  -0.535178  -0.000000  -0.000000   30.0000     0.1999
   11.000     0.000   1.153228   0.058698   0.015338   0.074036  -0.000000   0.000000  -0.540441  -0.000000  -0.000000   30.0000     0.1992
   11.200     0.000   1.170506   0.060341   0.015523   0.075864  -0.000000   0.000000  -0.545684  -0.000000  -0.000000   30.0000     0.1984
   11.400     0.000   1.187752   0.062003   0.015709   0.077711  -0.000000  -0.000000  -0.550908  -0.000000  -0.000000   30.0000     0.1977
   11.600     0.000   1.204967   0.063684   0.015898   0.079583  -0.000000  -0.000000  -0.556116  -0.000000  -0.000000   30.0000     0.1970
   11.800     0.000   1.222149   0.065385   0.016095   0.081480  -0.000000  -0.000000  -0.561302  -0.000000  -0.000000   30.0000     0.1964
   12.000     0.000   1.239300   0.067105   0.016291   0.083397  -0.000000  -0.000000  -0.566471   0.000000  -0.000000   30.0000     0.1957
