xflr5 v6.47

Plane name :        Custer1-dA00
Polar name :        T1-20.0 m/s-VLM2-16.0kg-x39.1mm
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    7.600     0.000   0.941679   0.034042   0.010279   0.044321   0.000000   0.000000  -0.232803  -0.000000  -0.000000   20.0000     0.1253
    7.800     0.000   0.957634   0.035198   0.010391   0.045589   0.000000   0.000000  -0.234886  -0.000000  -0.000000   20.0000     0.1246
    8.000     0.000   0.973567   0.036371   0.010494   0.046865   0.000000   0.000000  -0.236964  -0.000000  -0.000000   20.0000     0.1240
    8.200     0.000   0.989476   0.037562   0.010585   0.048147   0.000000   0.000000  -0.239036  -0.000000  -0.000000   20.0000     0.1233
    8.400     0.000   1.005363   0.038770   0.010679   0.049449   0.000000   0.000000  -0.241103  -0.000000  -0.000000   20.0000     0.1227
    8.600     0.000   1.021225   0.039995   0.010783   0.050777   0.000000   0.000000  -0.243164  -0.000000  -0.000000   20.0000     0.1222
    8.800     0.000   1.037064   0.041237   0.010903   0.052139   0.000000   0.000000  -0.245220  -0.000000  -0.000000   20.0000     0.1216
    9.000     0.000   1.052879   0.042495   0.011023   0.053518   0.000000   0.000000  -0.247271  -0.000000  -0.000000   20.0000     0.1211
    9.200     0.000   1.068668   0.043770   0.011126   0.054896   0.000000   0.000000  -0.249315  -0.000000  -0.000000   20.0000     0.1205
    9.400     0.000   1.084433   0.045062   0.011231   0.056293   0.000000   0.000000  -0.251353  -0.000000  -0.000000   20.0000     0.1200
    9.600     0.000   1.100171   0.046370   0.011353   0.057723   0.000000   0.000000  -0.253385  -0.000000  -0.000000   20.0000     0.1195
    9.800     0.000   1.115884   0.047694   0.011489   0.059184   0.000000   0.000000  -0.255412  -0.000000  -0.000000   20.0000     0.1190
   10.000     0.000   1.131571   0.049034   0.011612   0.060646   0.000000   0.000000  -0.257432  -0.000000  -0.000000   20.0000     0.1186
   10.200     0.000   1.147231   0.050391   0.011738   0.062128   0.000000   0.000000  -0.259446  -0.000000  -0.000000   20.0000     0.1181
   10.400     0.000   1.162865   0.051762   0.011891   0.063653   0.000000   0.000000  -0.261454  -0.000000  -0.000000   20.0000     0.1177
   10.600     0.000   1.178470   0.053150   0.012048   0.065198   0.000000   0.000000  -0.263456  -0.000000   0.000000   20.0000     0.1173
   10.800     0.000   1.194048   0.054553   0.012211   0.066764   0.000000   0.000000  -0.265451  -0.000000   0.000000   20.0000     0.1169
   11.000     0.000   1.209599   0.055971   0.012415   0.068386   0.000000   0.000000  -0.267440  -0.000000   0.000000   20.0000     0.1165
   11.200     0.000   1.225120   0.057404   0.012615   0.070019   0.000000   0.000000  -0.269423  -0.000000  -0.000000   20.0000     0.1161
   11.400     0.000   1.240613   0.058853   0.012860   0.071713   0.000000   0.000000  -0.271400  -0.000000  -0.000000   20.0000     0.1157
   11.600     0.000   1.256077   0.060316   0.013116   0.073432   0.000000   0.000000  -0.273370  -0.000000  -0.000000   20.0000     0.1153
   11.800     0.000   1.271511   0.061793   0.013428   0.075222   0.000000   0.000000  -0.275336  -0.000000  -0.000000   20.0000     0.1150
   12.000     0.000   1.286916   0.063285   0.013769   0.077055   0.000000   0.000000  -0.277294  -0.000000  -0.000000   20.0000     0.1146
   12.200     0.000   1.302290   0.064792   0.014200   0.078992   0.000000   0.000000  -0.279249  -0.000000  -0.000000   20.0000     0.1143
   12.400     0.000   1.317634   0.066312   0.014725   0.081037   0.000000   0.000000  -0.281199  -0.000000   0.000000   20.0000     0.1140
   12.600     0.000   1.332947   0.067847   0.015385   0.083232   0.000000   0.000000  -0.283146  -0.000000  -0.000000   20.0000     0.1137
   12.800     0.000   1.348228   0.069395   0.016304   0.085699   0.000000   0.000000  -0.285093  -0.000000   0.000000   20.0000     0.1133
   13.000     0.000   1.363479   0.070957   0.017932   0.088889   0.000000   0.000000  -0.287056  -0.000000  -0.000000   20.0000     0.1130


