xflr5 v6.38

Plane name :        Decode1_Wing_modif-dES
Polar name :        T1-30.0 m/s-VLM2-15.0kg-x39.1mm-proj_area
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   10.400     0.000   0.064762   0.004010   0.002210   0.006220  -0.001842  -0.002192  -0.181609   0.000628   0.000599   30.0000     0.9943
   10.600     0.000   0.066445   0.004159   0.002229   0.006388  -0.001834  -0.002189  -0.186288   0.000625   0.000597   30.0000     0.9947
   10.800     0.000   0.068126   0.004311   0.002248   0.006560  -0.001826  -0.002185  -0.190957   0.000623   0.000594   30.0000     0.9951
   11.000     0.000   0.069804   0.004467   0.002269   0.006736  -0.001818  -0.002181  -0.195615   0.000621   0.000591   30.0000     0.9955
   11.200     0.000   0.071479   0.004627   0.002290   0.006916  -0.001810  -0.002177  -0.200263   0.000618   0.000588   30.0000     0.9959
   11.400     0.000   0.073151   0.004790   0.002311   0.007101  -0.001802  -0.002173  -0.204901   0.000616   0.000585   30.0000     0.9963
   11.600     0.000   0.074821   0.004957   0.002334   0.007291  -0.001794  -0.002169  -0.209528   0.000614   0.000582   30.0000     0.9967
   11.800     0.000   0.076487   0.005127   0.002357   0.007484  -0.001785  -0.002166  -0.214144   0.000612   0.000579   30.0000     0.9971
   12.000     0.000   0.078151   0.005301   0.002381   0.007682  -0.001777  -0.002162  -0.218749   0.000609   0.000576   30.0000     0.9976
   12.200     0.000   0.079811   0.005478   0.002407   0.007884  -0.001769  -0.002158  -0.223343   0.000607   0.000573   30.0000     0.9980
   12.400     0.000   0.081469   0.005658   0.002433   0.008091  -0.001760  -0.002154  -0.227926   0.000605   0.000571   30.0000     0.9985
   12.600     0.000   0.083123   0.005842   0.002461   0.008303  -0.001752  -0.002150  -0.232498   0.000603   0.000568   30.0000     0.9989
   12.800     0.000   0.084775   0.006030   0.002489   0.008519  -0.001744  -0.002146  -0.237057   0.000601   0.000565   30.0000     0.9994
   13.000     0.000   0.086423   0.006221   0.002517   0.008738  -0.001735  -0.002143  -0.241603   0.000599   0.000562   30.0000     0.9998
   13.200     0.000   0.088067   0.006415   0.002547   0.008961  -0.001727  -0.002139  -0.246138   0.000597   0.000558   30.0000     1.0003
   13.400     0.000   0.089709   0.006612   0.002577   0.009189  -0.001718  -0.002135  -0.250661   0.000595   0.000555   30.0000     1.0008
   13.600     0.000   0.091347   0.006813   0.002608   0.009421  -0.001710  -0.002131  -0.255170   0.000594   0.000552   30.0000     1.0013
   13.800     0.000   0.092981   0.007017   0.002640   0.009657  -0.001701  -0.002127  -0.259667   0.000592   0.000549   30.0000     1.0018
   14.000     0.000   0.094612   0.007224   0.002672   0.009897  -0.001693  -0.002123  -0.264150   0.000590   0.000546   30.0000     1.0023
   14.200     0.000   0.096240   0.007435   0.002706   0.010141  -0.001684  -0.002119  -0.268621   0.000588   0.000543   30.0000     1.0028
   14.400     0.000   0.097863   0.007649   0.002741   0.010390  -0.001675  -0.002115  -0.273078   0.000587   0.000540   30.0000     1.0034
   14.600     0.000   0.099484   0.007866   0.002778   0.010643  -0.001667  -0.002111  -0.277523   0.000585   0.000537   30.0000     1.0039
   14.800     0.000   0.101100   0.008086   0.002816   0.010901  -0.001658  -0.002107  -0.281954   0.000583   0.000534   30.0000     1.0044
   15.000     0.000   0.102713   0.008309   0.002855   0.011164  -0.001649  -0.002104  -0.286371   0.000582   0.000530   30.0000     1.0050
   15.200     0.000   0.104321   0.008535   0.002897   0.011432  -0.001640  -0.002100  -0.290775   0.000581   0.000527   30.0000     1.0055
   15.400     0.000   0.105926   0.008764   0.002941   0.011705  -0.001632  -0.002096  -0.295167   0.000580   0.000524   30.0000     1.0061
   15.600     0.000   0.107527   0.008997   0.002988   0.011984  -0.001623  -0.002092  -0.299545   0.000578   0.000521   30.0000     1.0067


